svm_linear,0.59,0.59
svm_polynomial,0,0
svm_rbf,0.963333333333,0.945
logistic,0.59,0.59
knn,0.933333333333,0.91
decision_tree,0.98,0.985
random_forest,0.973333333333,0.97
